2068,ELD79 / Libya zone 5,projected
2069,ELD79 / Libya zone 6,projected
2070,ELD79 / Libya zone 7,projected
2071,ELD79 / Libya zone 8,projected
2072,ELD79 / Libya zone 9,projected
2073,ELD79 / Libya zone 10,projected
2074,ELD79 / Libya zone 11,projected
2075,ELD79 / Libya zone 12,projected
2076,ELD79 / Libya zone 13,projected
2077,ELD79 / UTM zone 32N,projected
2078,ELD79 / UTM zone 33N,projected
2079,ELD79 / UTM zone 34N,projected
2080,ELD79 / UTM zone 35N,projected
2081,Chos Malal 1914 / Argentina 2,projected
2082,Pampa del Castillo / Argentina 2,projected
2083,Hito XVIII 1963 / Argentina 2,projected
2084,Hito XVIII 1963 / UTM zone 19S,projected
2087,ELD79 / TM 12 NE,projected
2088,Carthage / TM 11 NE,projected
2089,Yemen NGN96 / UTM zone 38N,projected
2090,Yemen NGN96 / UTM zone 39N,projected
2093,Hanoi 1972 / GK 106 NE,projected
2094,WGS 72BE / TM 106 NE,projected
2095,Bissau / UTM zone 28N,projected
2096,Korean 1985 / East Belt,projected
2097,Korean 1985 / Central Belt,projected
2098,Korean 1985 / West Belt,projected
2099,Qatar 1948 / Qatar Grid,projected
2100,GGRS87 / Greek Grid,projected
2101,Lake / Maracaibo Grid M1,projected
2102,Lake / Maracaibo Grid,projected
2103,Lake / Maracaibo Grid M3,projected
2104,Lake / Maracaibo La Rosa Grid,projected
2105,NZGD2000 / Mount Eden 2000,projected
2106,NZGD2000 / Bay of Plenty 2000,projected
2107,NZGD2000 / Poverty Bay 2000,projected
2108,NZGD2000 / Hawkes Bay 2000,projected
2109,NZGD2000 / Taranaki 2000,projected
2110,NZGD2000 / Tuhirangi 2000,projected
2111,NZGD2000 / Wanganui 2000,projected
2112,NZGD2000 / Wairarapa 2000,projected
2113,NZGD2000 / Wellington 2000,projected
2114,NZGD2000 / Collingwood 2000,projected
2115,NZGD2000 / Nelson 2000,projected
2116,NZGD2000 / Karamea 2000,projected
2117,NZGD2000 / Buller 2000,projected
2118,NZGD2000 / Grey 2000,projected
2119,NZGD2000 / Amuri 2000,projected
2120,NZGD2000 / Marlborough 2000,projected
2121,NZGD2000 / Hokitika 2000,projected
2122,NZGD2000 / Okarito 2000,projected
2123,NZGD2000 / Jacksons Bay 2000,projected
2124,NZGD2000 / Mount Pleasant 2000,projected
2125,NZGD2000 / Gawler 2000,projected
2126,NZGD2000 / Timaru 2000,projected
2127,NZGD2000 / Lindis Peak 2000,projected
2128,NZGD2000 / Mount Nicholas 2000,projected
2129,NZGD2000 / Mount York 2000,projected
2130,NZGD2000 / Observation Point 2000,projected
2131,NZGD2000 / North Taieri 2000,projected
2132,NZGD2000 / Bluff 2000,projected
2133,NZGD2000 / UTM zone 58S,projected
2134,NZGD2000 / UTM zone 59S,projected
2135,NZGD2000 / UTM zone 60S,projected
2136,Accra / Ghana National Grid,projected
2137,Accra / TM 1 NW,projected
2138,NAD27(CGQ77) / Quebec Lambert,projected
2154,RGF93 / Lambert-93,projected
2157,IRENET95 / Irish Transverse Mercator,projected
2158,IRENET95 / UTM zone 29N,projected
2159,Sierra Leone 1924 / New Colony Grid,projected
2160,Sierra Leone 1924 / New War Office Grid,projected
2161,Sierra Leone 1968 / UTM zone 28N,projected
2162,Sierra Leone 1968 / UTM zone 29N,projected
2163,US National Atlas Equal Area,projected
2164,Locodjo 1965 / TM 5 NW,projected
2165,Abidjan 1987 / TM 5 NW,projected
2169,Luxembourg 1930 / Gauss,projected
2172,Pulkovo 1942(58) / Poland zone II,projected
2173,Pulkovo 1942(58) / Poland zone III,projected
2174,Pulkovo 1942(58) / Poland zone IV,projected
2175,Pulkovo 1942(58) / Poland zone V,projected
2176,ETRS89 / Poland CS2000 zone 5,projected
2177,ETRS89 / Poland CS2000 zone 6,projected
2178,ETRS89 / Poland CS2000 zone 7,projected
2179,ETRS89 / Poland CS2000 zone 8,projected
2180,ETRS89 / Poland CS92,projected
2188,Azores Occidental 1939 / UTM zone 25N,projected
2189,Azores Central 1948 / UTM zone 26N,projected
2190,Azores Oriental 1940 / UTM zone 26N,projected
2193,NZGD2000 / New Zealand Transverse Mercator 2000,projected
2195,NAD83(HARN) / UTM zone 2S,projected
2196,ETRS89 / Kp2000 Jutland,projected
2197,ETRS89 / Kp2000 Zealand,projected
2198,ETRS89 / Kp2000 Bornholm,projected
2200,ATS77 / New Brunswick Stereographic (ATS77),projected
2201,REGVEN / UTM zone 18N,projected
2202,REGVEN / UTM zone 19N,projected
2203,REGVEN / UTM zone 20N,projected
2204,NAD27 / Tennessee,projected
2205,NAD83 / Kentucky North,projected
2206,ED50 / 3-degree Gauss-Kruger zone 9,projected
2207,ED50 / 3-degree Gauss-Kruger zone 10,projected
2208,ED50 / 3-degree Gauss-Kruger zone 11,projected
2209,ED50 / 3-degree Gauss-Kruger zone 12,projected
2210,ED50 / 3-degree Gauss-Kruger zone 13,projected
2211,ED50 / 3-degree Gauss-Kruger zone 14,projected
2212,ED50 / 3-degree Gauss-Kruger zone 15,projected
2213,ETRS89 / TM 30 NE,projected
2215,Manoca 1962 / UTM zone 32N,projected
2216,Qornoq 1927 / UTM zone 22N,projected
2217,Qornoq 1927 / UTM zone 23N,projected
2218,Scoresbysund 1952 / Greenland zone 5 east,projected
2219,ATS77 / UTM zone 19N,projected
2220,ATS77 / UTM zone 20N,projected
2221,Scoresbysund 1952 / Greenland zone 6 east,projected
2222,NAD83 / Arizona East (ft),projected
2223,NAD83 / Arizona Central (ft),projected
2224,NAD83 / Arizona West (ft),projected
2225,NAD83 / California zone 1 (ftUS),projected
2226,NAD83 / California zone 2 (ftUS),projected
2227,NAD83 / California zone 3 (ftUS),projected
2228,NAD83 / California zone 4 (ftUS),projected
2229,NAD83 / California zone 5 (ftUS),projected
2230,NAD83 / California zone 6 (ftUS),projected
2231,NAD83 / Colorado North (ftUS),projected
2232,NAD83 / Colorado Central (ftUS),projected
2233,NAD83 / Colorado South (ftUS),projected
2234,NAD83 / Connecticut (ftUS),projected
2235,NAD83 / Delaware (ftUS),projected
2236,NAD83 / Florida East (ftUS),projected
2237,NAD83 / Florida West (ftUS),projected
2238,NAD83 / Florida North (ftUS),projected
2239,NAD83 / Georgia East (ftUS),projected
2240,NAD83 / Georgia West (ftUS),projected
2241,NAD83 / Idaho East (ftUS),projected
2242,NAD83 / Idaho Central (ftUS),projected
2243,NAD83 / Idaho West (ftUS),projected
2246,NAD83 / Kentucky North (ftUS),projected
2247,NAD83 / Kentucky South (ftUS),projected
2248,NAD83 / Maryland (ftUS),projected
2249,NAD83 / Massachusetts Mainland (ftUS),projected
2250,NAD83 / Massachusetts Island (ftUS),projected
2251,NAD83 / Michigan North (ft),projected
2252,NAD83 / Michigan Central (ft),projected
2253,NAD83 / Michigan South (ft),projected
2254,NAD83 / Mississippi East (ftUS),projected
2255,NAD83 / Mississippi West (ftUS),projected
2256,NAD83 / Montana (ft),projected
2257,NAD83 / New Mexico East (ftUS),projected
2258,NAD83 / New Mexico Central (ftUS),projected
2259,NAD83 / New Mexico West (ftUS),projected
2260,NAD83 / New York East (ftUS),projected
2261,NAD83 / New York Central (ftUS),projected
2262,NAD83 / New York West (ftUS),projected
2263,NAD83 / New York Long Island (ftUS),projected
2264,NAD83 / North Carolina (ftUS),projected
2265,NAD83 / North Dakota North (ft),projected
2266,NAD83 / North Dakota South (ft),projected
2267,NAD83 / Oklahoma North (ftUS),projected
2268,NAD83 / Oklahoma South (ftUS),projected
2269,NAD83 / Oregon North (ft),projected
2270,NAD83 / Oregon South (ft),projected
2271,NAD83 / Pennsylvania North (ftUS),projected
2272,NAD83 / Pennsylvania South (ftUS),projected
2273,NAD83 / South Carolina (ft),projected
2274,NAD83 / Tennessee (ftUS),projected
2275,NAD83 / Texas North (ftUS),projected
2276,NAD83 / Texas North Central (ftUS),projected
2277,NAD83 / Texas Central (ftUS),projected
2278,NAD83 / Texas South Central (ftUS),projected
2279,NAD83 / Texas South (ftUS),projected
2280,NAD83 / Utah North (ft),projected
2281,NAD83 / Utah Central (ft),projected
2282,NAD83 / Utah South (ft),projected
2283,NAD83 / Virginia North (ftUS),projected
2284,NAD83 / Virginia South (ftUS),projected
2285,NAD83 / Washington North (ftUS),projected
2286,NAD83 / Washington South (ftUS),projected
2287,NAD83 / Wisconsin North (ftUS),projected
2288,NAD83 / Wisconsin Central (ftUS),projected
2289,NAD83 / Wisconsin South (ftUS),projected
2290,ATS77 / Prince Edward Isl. Stereographic (ATS77),projected
2294,ATS77 / MTM Nova Scotia zone 4,projected
2295,ATS77 / MTM Nova Scotia zone 5,projected
2296,Ammassalik 1958 / Greenland zone 7 east,projected
2299,Qornoq 1927 / Greenland zone 2 west,projected
2301,Qornoq 1927 / Greenland zone 3 west,projected
2303,Qornoq 1927 / Greenland zone 4 west,projected
2304,Qornoq 1927 / Greenland zone 5 west,projected
2305,Qornoq 1927 / Greenland zone 6 west,projected
2306,Qornoq 1927 / Greenland zone 7 west,projected
2307,Qornoq 1927 / Greenland zone 8 east,projected
2308,Batavia / TM 109 SE,projected
2309,WGS 84 / TM 116 SE,projected
2310,WGS 84 / TM 132 SE,projected
2311,WGS 84 / TM 6 NE,projected
2312,Garoua / UTM zone 33N,projected
2313,Kousseri / UTM zone 33N,projected
2314,Trinidad 1903 / Trinidad Grid (ftCla),projected
2315,Campo Inchauspe / UTM zone 19S,projected
2316,Campo Inchauspe / UTM zone 20S,projected
2317,PSAD56 / ICN Regional,projected
2318,Ain el Abd / Aramco Lambert,projected
2319,ED50 / TM27,projected
2320,ED50 / TM30,projected
2321,ED50 / TM33,projected
2322,ED50 / TM36,projected
2323,ED50 / TM39,projected
2324,ED50 / TM42,projected
2325,ED50 / TM45,projected
2326,Hong Kong 1980 Grid System,projected
2327,Xian 1980 / Gauss-Kruger zone 13,projected
2328,Xian 1980 / Gauss-Kruger zone 14,projected
2329,Xian 1980 / Gauss-Kruger zone 15,projected
2330,Xian 1980 / Gauss-Kruger zone 16,projected
2331,Xian 1980 / Gauss-Kruger zone 17,projected
2332,Xian 1980 / Gauss-Kruger zone 18,projected
2333,Xian 1980 / Gauss-Kruger zone 19,projected
2334,Xian 1980 / Gauss-Kruger zone 20,projected
2335,Xian 1980 / Gauss-Kruger zone 21,projected
2336,Xian 1980 / Gauss-Kruger zone 22,projected
2337,Xian 1980 / Gauss-Kruger zone 23,projected
2338,Xian 1980 / Gauss-Kruger CM 75E,projected
2339,Xian 1980 / Gauss-Kruger CM 81E,projected
2340,Xian 1980 / Gauss-Kruger CM 87E,projected
2341,Xian 1980 / Gauss-Kruger CM 93E,projected
2342,Xian 1980 / Gauss-Kruger CM 99E,projected
2343,Xian 1980 / Gauss-Kruger CM 105E,projected
2344,Xian 1980 / Gauss-Kruger CM 111E,projected
2345,Xian 1980 / Gauss-Kruger CM 117E,projected
2346,Xian 1980 / Gauss-Kruger CM 123E,projected
2347,Xian 1980 / Gauss-Kruger CM 129E,projected
2348,Xian 1980 / Gauss-Kruger CM 135E,projected
2349,Xian 1980 / 3-degree Gauss-Kruger zone 25,projected
2350,Xian 1980 / 3-degree Gauss-Kruger zone 26,projected
2351,Xian 1980 / 3-degree Gauss-Kruger zone 27,projected
2352,Xian 1980 / 3-degree Gauss-Kruger zone 28,projected
2353,Xian 1980 / 3-degree Gauss-Kruger zone 29,projected
2354,Xian 1980 / 3-degree Gauss-Kruger zone 30,projected
2355,Xian 1980 / 3-degree Gauss-Kruger zone 31,projected
2356,Xian 1980 / 3-degree Gauss-Kruger zone 32,projected
2357,Xian 1980 / 3-degree Gauss-Kruger zone 33,projected
2358,Xian 1980 / 3-degree Gauss-Kruger zone 34,projected
2359,Xian 1980 / 3-degree Gauss-Kruger zone 35,projected
2360,Xian 1980 / 3-degree Gauss-Kruger zone 36,projected
2361,Xian 1980 / 3-degree Gauss-Kruger zone 37,projected
2362,Xian 1980 / 3-degree Gauss-Kruger zone 38,projected
2363,Xian 1980 / 3-degree Gauss-Kruger zone 39,projected
2364,Xian 1980 / 3-degree Gauss-Kruger zone 40,projected
2365,Xian 1980 / 3-degree Gauss-Kruger zone 41,projected
2366,Xian 1980 / 3-degree Gauss-Kruger zone 42,projected
2367,Xian 1980 / 3-degree Gauss-Kruger zone 43,projected
2368,Xian 1980 / 3-degree Gauss-Kruger zone 44,projected
2369,Xian 1980 / 3-degree Gauss-Kruger zone 45,projected
2370,Xian 1980 / 3-degree Gauss-Kruger CM 75E,projected
2371,Xian 1980 / 3-degree Gauss-Kruger CM 78E,projected
2372,Xian 1980 / 3-degree Gauss-Kruger CM 81E,projected
2373,Xian 1980 / 3-degree Gauss-Kruger CM 84E,projected
2374,Xian 1980 / 3-degree Gauss-Kruger CM 87E,projected
2375,Xian 1980 / 3-degree Gauss-Kruger CM 90E,projected
2376,Xian 1980 / 3-degree Gauss-Kruger CM 93E,projected
2377,Xian 1980 / 3-degree Gauss-Kruger CM 96E,projected
2378,Xian 1980 / 3-degree Gauss-Kruger CM 99E,projected
2379,Xian 1980 / 3-degree Gauss-Kruger CM 102E,projected
2380,Xian 1980 / 3-degree Gauss-Kruger CM 105E,projected
2381,Xian 1980 / 3-degree Gauss-Kruger CM 108E,projected
2382,Xian 1980 / 3-degree Gauss-Kruger CM 111E,projected
2383,Xian 1980 / 3-degree Gauss-Kruger CM 114E,projected
2384,Xian 1980 / 3-degree Gauss-Kruger CM 117E,projected
2385,Xian 1980 / 3-degree Gauss-Kruger CM 120E,projected
2386,Xian 1980 / 3-degree Gauss-Kruger CM 123E,projected
2387,Xian 1980 / 3-degree Gauss-Kruger CM 126E,projected
2388,Xian 1980 / 3-degree Gauss-Kruger CM 129E,projected
2389,Xian 1980 / 3-degree Gauss-Kruger CM 132E,projected
2390,Xian 1980 / 3-degree Gauss-Kruger CM 135E,projected
2391,KKJ / Finland zone 1,projected
2392,KKJ / Finland zone 2,projected
2393,KKJ / Finland Uniform Coordinate System,projected
2394,KKJ / Finland zone 4,projected
2395,South Yemen / Gauss-Kruger zone 8,projected
2396,South Yemen / Gauss-Kruger zone 9,projected
2397,Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 3,projected
2398,Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 4,projected
2399,Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 5,projected
2401,Beijing 1954 / 3-degree Gauss-Kruger zone 25,projected
2402,Beijing 1954 / 3-degree Gauss-Kruger zone 26,projected
2403,Beijing 1954 / 3-degree Gauss-Kruger zone 27,projected
2404,Beijing 1954 / 3-degree Gauss-Kruger zone 28,projected
2405,Beijing 1954 / 3-degree Gauss-Kruger zone 29,projected
2406,Beijing 1954 / 3-degree Gauss-Kruger zone 30,projected
2407,Beijing 1954 / 3-degree Gauss-Kruger zone 31,projected
2408,Beijing 1954 / 3-degree Gauss-Kruger zone 32,projected
2409,Beijing 1954 / 3-degree Gauss-Kruger zone 33,projected
2410,Beijing 1954 / 3-degree Gauss-Kruger zone 34,projected
2411,Beijing 1954 / 3-degree Gauss-Kruger zone 35,projected
2412,Beijing 1954 / 3-degree Gauss-Kruger zone 36,projected
2413,Beijing 1954 / 3-degree Gauss-Kruger zone 37,projected
2414,Beijing 1954 / 3-degree Gauss-Kruger zone 38,projected
2415,Beijing 1954 / 3-degree Gauss-Kruger zone 39,projected
2416,Beijing 1954 / 3-degree Gauss-Kruger zone 40,projected
2417,Beijing 1954 / 3-degree Gauss-Kruger zone 41,projected
2418,Beijing 1954 / 3-degree Gauss-Kruger zone 42,projected
2419,Beijing 1954 / 3-degree Gauss-Kruger zone 43,projected
2420,Beijing 1954 / 3-degree Gauss-Kruger zone 44,projected
2421,Beijing 1954 / 3-degree Gauss-Kruger zone 45,projected
2422,Beijing 1954 / 3-degree Gauss-Kruger CM 75E,projected
2423,Beijing 1954 / 3-degree Gauss-Kruger CM 78E,projected
2424,Beijing 1954 / 3-degree Gauss-Kruger CM 81E,projected
2425,Beijing 1954 / 3-degree Gauss-Kruger CM 84E,projected
2426,Beijing 1954 / 3-degree Gauss-Kruger CM 87E,projected
2427,Beijing 1954 / 3-degree Gauss-Kruger CM 90E,projected
2428,Beijing 1954 / 3-degree Gauss-Kruger CM 93E,projected
2429,Beijing 1954 / 3-degree Gauss-Kruger CM 96E,projected
2430,Beijing 1954 / 3-degree Gauss-Kruger CM 99E,projected
2431,Beijing 1954 / 3-degree Gauss-Kruger CM 102E,projected
2432,Beijing 1954 / 3-degree Gauss-Kruger CM 105E,projected
2433,Beijing 1954 / 3-degree Gauss-Kruger CM 108E,projected
2434,Beijing 1954 / 3-degree Gauss-Kruger CM 111E,projected
2435,Beijing 1954 / 3-degree Gauss-Kruger CM 114E,projected
2436,Beijing 1954 / 3-degree Gauss-Kruger CM 117E,projected
2437,Beijing 1954 / 3-degree Gauss-Kruger CM 120E,projected
2438,Beijing 1954 / 3-degree Gauss-Kruger CM 123E,projected
2439,Beijing 1954 / 3-degree Gauss-Kruger CM 126E,projected
2440,Beijing 1954 / 3-degree Gauss-Kruger CM 129E,projected
2441,Beijing 1954 / 3-degree Gauss-Kruger CM 132E,projected
2442,Beijing 1954 / 3-degree Gauss-Kruger CM 135E,projected
2443,JGD2000 / Japan Plane Rectangular CS I,projected
2444,JGD2000 / Japan Plane Rectangular CS II,projected
2445,JGD2000 / Japan Plane Rectangular CS III,projected
2446,JGD2000 / Japan Plane Rectangular CS IV,projected
2447,JGD2000 / Japan Plane Rectangular CS V,projected
2448,JGD2000 / Japan Plane Rectangular CS VI,projected
2449,JGD2000 / Japan Plane Rectangular CS VII,projected
2450,JGD2000 / Japan Plane Rectangular CS VIII,projected
2451,JGD2000 / Japan Plane Rectangular CS IX,projected
2452,JGD2000 / Japan Plane Rectangular CS X,projected
2453,JGD2000 / Japan Plane Rectangular CS XI,projected
2454,JGD2000 / Japan Plane Rectangular CS XII,projected
2455,JGD2000 / Japan Plane Rectangular CS XIII,projected
2456,JGD2000 / Japan Plane Rectangular CS XIV,projected
2457,JGD2000 / Japan Plane Rectangular CS XV,projected
2458,JGD2000 / Japan Plane Rectangular CS XVI,projected
2459,JGD2000 / Japan Plane Rectangular CS XVII,projected
2460,JGD2000 / Japan Plane Rectangular CS XVIII,projected
2461,JGD2000 / Japan Plane Rectangular CS XIX,projected
2462,Albanian 1987 / Gauss-Kruger zone 4,projected
2463,Pulkovo 1995 / Gauss-Kruger CM 21E,projected
2464,Pulkovo 1995 / Gauss-Kruger CM 27E,projected
2465,Pulkovo 1995 / Gauss-Kruger CM 33E,projected
2466,Pulkovo 1995 / Gauss-Kruger CM 39E,projected
2467,Pulkovo 1995 / Gauss-Kruger CM 45E,projected
2468,Pulkovo 1995 / Gauss-Kruger CM 51E,projected
2469,Pulkovo 1995 / Gauss-Kruger CM 57E,projected
2470,Pulkovo 1995 / Gauss-Kruger CM 63E,projected
2471,Pulkovo 1995 / Gauss-Kruger CM 69E,projected
2472,Pulkovo 1995 / Gauss-Kruger CM 75E,projected
2473,Pulkovo 1995 / Gauss-Kruger CM 81E,projected
2474,Pulkovo 1995 / Gauss-Kruger CM 87E,projected
2475,Pulkovo 1995 / Gauss-Kruger CM 93E,projected
2476,Pulkovo 1995 / Gauss-Kruger CM 99E,projected
2477,Pulkovo 1995 / Gauss-Kruger CM 105E,projected
2478,Pulkovo 1995 / Gauss-Kruger CM 111E,projected
2479,Pulkovo 1995 / Gauss-Kruger CM 117E,projected
2480,Pulkovo 1995 / Gauss-Kruger CM 123E,projected
2481,Pulkovo 1995 / Gauss-Kruger CM 129E,projected
2482,Pulkovo 1995 / Gauss-Kruger CM 135E,projected
2483,Pulkovo 1995 / Gauss-Kruger CM 141E,projected
2484,Pulkovo 1995 / Gauss-Kruger CM 147E,projected
2485,Pulkovo 1995 / Gauss-Kruger CM 153E,projected
2486,Pulkovo 1995 / Gauss-Kruger CM 159E,projected
2487,Pulkovo 1995 / Gauss-Kruger CM 165E,projected
2488,Pulkovo 1995 / Gauss-Kruger CM 171E,projected
2489,Pulkovo 1995 / Gauss-Kruger CM 177E,projected
2490,Pulkovo 1995 / Gauss-Kruger CM 177W,projected
2491,Pulkovo 1995 / Gauss-Kruger CM 171W,projected
2494,Pulkovo 1942 / Gauss-Kruger CM 21E,projected
2495,Pulkovo 1942 / Gauss-Kruger CM 27E,projected
2496,Pulkovo 1942 / Gauss-Kruger CM 33E,projected
2497,Pulkovo 1942 / Gauss-Kruger CM 39E,projected
2498,Pulkovo 1942 / Gauss-Kruger CM 45E,projected
2499,Pulkovo 1942 / Gauss-Kruger CM 51E,projected
2500,Pulkovo 1942 / Gauss-Kruger CM 57E,projected
2501,Pulkovo 1942 / Gauss-Kruger CM 63E,projected
2502,Pulkovo 1942 / Gauss-Kruger CM 69E,projected
2503,Pulkovo 1942 / Gauss-Kruger CM 75E,projected
2504,Pulkovo 1942 / Gauss-Kruger CM 81E,projected
2505,Pulkovo 1942 / Gauss-Kruger CM 87E,projected
2506,Pulkovo 1942 / Gauss-Kruger CM 93E,projected
2507,Pulkovo 1942 / Gauss-Kruger CM 99E,projected
2508,Pulkovo 1942 / Gauss-Kruger CM 105E,projected
2509,Pulkovo 1942 / Gauss-Kruger CM 111E,projected
2510,Pulkovo 1942 / Gauss-Kruger CM 117E,projected
2511,Pulkovo 1942 / Gauss-Kruger CM 123E,projected
2512,Pulkovo 1942 / Gauss-Kruger CM 129E,projected
2513,Pulkovo 1942 / Gauss-Kruger CM 135E,projected
2514,Pulkovo 1942 / Gauss-Kruger CM 141E,projected
2515,Pulkovo 1942 / Gauss-Kruger CM 147E,projected
2516,Pulkovo 1942 / Gauss-Kruger CM 153E,projected
2517,Pulkovo 1942 / Gauss-Kruger CM 159E,projected
2518,Pulkovo 1942 / Gauss-Kruger CM 165E,projected
2519,Pulkovo 1942 / Gauss-Kruger CM 171E,projected
2520,Pulkovo 1942 / Gauss-Kruger CM 177E,projected
2521,Pulkovo 1942 / Gauss-Kruger CM 177W,projected
2522,Pulkovo 1942 / Gauss-Kruger CM 171W,projected
2523,Pulkovo 1942 / 3-degree Gauss-Kruger zone 7,projected
2524,Pulkovo 1942 / 3-degree Gauss-Kruger zone 8,projected
2525,Pulkovo 1942 / 3-degree Gauss-Kruger zone 9,projected
2526,Pulkovo 1942 / 3-degree Gauss-Kruger zone 10,projected
2527,Pulkovo 1942 / 3-degree Gauss-Kruger zone 11,projected
2528,Pulkovo 1942 / 3-degree Gauss-Kruger zone 12,projected
2529,Pulkovo 1942 / 3-degree Gauss-Kruger zone 13,projected
2530,Pulkovo 1942 / 3-degree Gauss-Kruger zone 14,projected
2531,Pulkovo 1942 / 3-degree Gauss-Kruger zone 15,projected
2532,Pulkovo 1942 / 3-degree Gauss-Kruger zone 16,projected
2533,Pulkovo 1942 / 3-degree Gauss-Kruger zone 17,projected
2534,Pulkovo 1942 / 3-degree Gauss-Kruger zone 18,projected
2535,Pulkovo 1942 / 3-degree Gauss-Kruger zone 19,projected
2536,Pulkovo 1942 / 3-degree Gauss-Kruger zone 20,projected
2537,Pulkovo 1942 / 3-degree Gauss-Kruger zone 21,projected
2538,Pulkovo 1942 / 3-degree Gauss-Kruger zone 22,projected
2539,Pulkovo 1942 / 3-degree Gauss-Kruger zone 23,projected
2540,Pulkovo 1942 / 3-degree Gauss-Kruger zone 24,projected
2541,Pulkovo 1942 / 3-degree Gauss-Kruger zone 25,projected
2542,Pulkovo 1942 / 3-degree Gauss-Kruger zone 26,projected
2543,Pulkovo 1942 / 3-degree Gauss-Kruger zone 27,projected
2544,Pulkovo 1942 / 3-degree Gauss-Kruger zone 28,projected
2545,Pulkovo 1942 / 3-degree Gauss-Kruger zone 29,projected
2546,Pulkovo 1942 / 3-degree Gauss-Kruger zone 30,projected
2547,Pulkovo 1942 / 3-degree Gauss-Kruger zone 31,projected
2548,Pulkovo 1942 / 3-degree Gauss-Kruger zone 32,projected
2549,Pulkovo 1942 / 3-degree Gauss-Kruger zone 33,projected
2551,Pulkovo 1942 / 3-degree Gauss-Kruger zone 34,projected
2552,Pulkovo 1942 / 3-degree Gauss-Kruger zone 35,projected
2553,Pulkovo 1942 / 3-degree Gauss-Kruger zone 36,projected
2554,Pulkovo 1942 / 3-degree Gauss-Kruger zone 37,projected
2555,Pulkovo 1942 / 3-degree Gauss-Kruger zone 38,projected
2556,Pulkovo 1942 / 3-degree Gauss-Kruger zone 39,projected
2557,Pulkovo 1942 / 3-degree Gauss-Kruger zone 40,projected
2558,Pulkovo 1942 / 3-degree Gauss-Kruger zone 41,projected
2559,Pulkovo 1942 / 3-degree Gauss-Kruger zone 42,projected
2560,Pulkovo 1942 / 3-degree Gauss-Kruger zone 43,projected
2561,Pulkovo 1942 / 3-degree Gauss-Kruger zone 44,projected
